[setup] CRUJRA climate from data/crujra/, GPP from global_baseline_modelC_inputs_1997-2016.nc ...
[setup] loading GFED5 reference from burntArea.nc ...
[setup] land cells (GFED5 burnable): 13916 / 64800 (21.5%)
[setup] GFED5 land-mean monthly frac: 0.005068
[opt] warm-start from C.json
[warm] Overall=0.5988  bias=0.6792 rmse=0.3680 seas=0.8286 spatial=0.7500
[opt] sampler=NSGAIISampler seed=42
[32m[I 2026-07-18 18:48:03,433][0m A new study created in memory with name: no-name-b46206f1-31c2-4212-9fbc-3cf577d4654c[0m
[opt] running 2500 trials against GFED5 ...
[32m[I 2026-07-18 18:48:03,886][0m Trial 0 finished with values: [-0.7246857154436261, 0.053725735164132815] and parameters: {'k1': 0.03635503353478365, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 2940.51756322311, 'fire_exp': 1.165368636520435, 'P_half': 12.808863354047988, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:07,868][0m Trial 1146 finished with values: [-0.5327867290523797, 0.02684553388986277] and parameters: {'k1': 0.004312951023617458, 'D_low': 1.9977959434035766, 'k2': 0.026471946255259393, 'D_high': 3712.591045287733, 'fire_exp': 1.6733848721157607, 'P_half': 9.324787201197319, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 1.9358464828856794}.[0m
[32m[I 2026-07-18 18:57:08,386][0m Trial 1147 finished with values: [-1.8041978393372426e-07, 1.4757018940159128e-09] and parameters: {'k1': 0.0699458988153545, 'D_low': 4.484744524732794, 'k2': 0.032845299795769396, 'D_high': 60107.420288647445, 'fire_exp': 6.234638880169447, 'P_half': 323.6099399575106, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.0005744663972188569, 'gpp_d': 64.20268021730274, 'ign_k': 1.0484531351650956, 'ign_c': 30.28574109895626, 'trop_agb_crit': 2.1861040860339416, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:08,906][0m Trial 1148 finished with values: [-1.5917919630088357e-07, 1.91866328380641e-08] and parameters: {'k1': 0.07799059237255677, 'D_low': 7.46475488144212, 'k2': 0.0005342937261279771, 'D_high': 7321.544340709298, 'fire_exp': 1.423480109671474, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.0399066504395798, 'gpp_af': 0.008075914984851893, 'gpp_b': 0.01666658176842624, 'gpp_d': 660.9129108295722, 'ign_k': 5.351470428717439, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:09,423][0m Trial 1149 finished with values: [-0.2521364158614449, 0.05586413324667516] and parameters: {'k1': 0.001761725951418538, 'D_low': 1.9977959434035766, 'k2': 0.0017483983085324361, 'D_high': 2940.51756322311, 'fire_exp': 1.0629462657398439, 'P_half': 712.8188058401365, 'pre_dampen_half': 502.5175192217655, 'gpp_af': 0.0022961065892443786, 'gpp_b': 0.0021331409710300844, 'gpp_d': 64.20268021730274, 'ign_k': 8.708806168038567, 'ign_c': 15.221840161091619, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:09,921][0m Trial 1150 finished with values: [-0.0007973689189287067, 0.0003539186077973211] and parameters: {'k1': 0.007530210437963516, 'D_low': 1.9977959434035766, 'k2': 0.012758211164590085, 'D_high': 2593.8846934540597, 'fire_exp': 1.6733848721157607, 'P_half': 508.009400629485, 'pre_dampen_half': 0.0399066504395798, 'gpp_af': 10.59119583577609, 'gpp_b': 0.00012379625135997558, 'gpp_d': 660.9129108295722, 'ign_k': 1.0484531351650956, 'ign_c': 29.690870944846793, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 3.1473758868965485}.[0m
[32m[I 2026-07-18 18:57:10,414][0m Trial 1151 finished with values: [-0.0001374641723917019, 4.561191133123366e-06] and parameters: {'k1': 0.007530210437963516, 'D_low': 70.18267183720735, 'k2': 0.00015197743481843557, 'D_high': 7321.544340709298, 'fire_exp': 1.8613186123969219, 'P_half': 712.8188058401365, 'pre_dampen_half': 133.42802292606774, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.0005744663972188569, 'gpp_d': 3.0994055852411164, 'ign_k': 5.351470428717439, 'ign_c': 29.690870944846793, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 2.587938629755798}.[0m
[32m[I 2026-07-18 18:57:10,884][0m Trial 1152 finished with values: [-0.6972932627794054, 0.04237763040238329] and parameters: {'k1': 0.041833856821460395, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 3712.591045287733, 'fire_exp': 1.423480109671474, 'P_half': 12.808863354047988, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0021331409710300844, 'gpp_d': 150.14555442537656, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 12.71480504859747, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:11,354][0m Trial 1153 finished with values: [-0.14085518590310378, 0.005833011540559818] and parameters: {'k1': 0.041833856821460395, 'D_low': 70.18267183720735, 'k2': 0.032845299795769396, 'D_high': 2940.51756322311, 'fire_exp': 1.6733848721157607, 'P_half': 315.2494048956088, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.0005744663972188569, 'gpp_d': 64.20268021730274, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 4.1676646713442125}.[0m
[32m[I 2026-07-18 18:57:11,820][0m Trial 1154 finished with values: [-1.322254526666478e-06, 1.0356333413064078e-07] and parameters: {'k1': 0.004312951023617458, 'D_low': 2.033448213394542, 'k2': 0.0005342937261279771, 'D_high': 29812.370697208808, 'fire_exp': 2.907328086166187, 'P_half': 323.6099399575106, 'pre_dampen_half': 5.1426388628909985, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.006906522645653115, 'gpp_d': 21.14381609520636, 'ign_k': 1.0484531351650956, 'ign_c': 30.28574109895626, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:12,285][0m Trial 1155 finished with values: [-6.386779899070543e-05, 4.925813774425691e-06] and parameters: {'k1': 0.01889771394135163, 'D_low': 7.299348683062307, 'k2': 0.00035868164986275477, 'D_high': 1236.6924205139144, 'fire_exp': 1.423480109671474, 'P_half': 712.8188058401365, 'pre_dampen_half': 241.6951931920675, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.0005744663972188569, 'gpp_d': 660.9129108295722, 'ign_k': 5.351470428717439, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 4.4644194212034}.[0m
  trial 1156/2500  pareto_size=59  best_taylor=0.7247  best_ilamb=0.5954  (9.1 min)
[32m[I 2026-07-18 18:57:12,931][0m Trial 1156 finished with values: [-3.999420134771808e-08, 2.9263209633256793e-09] and parameters: {'k1': 0.0699458988153545, 'D_low': 7.299348683062307, 'k2': 0.0005342937261279771, 'D_high': 17.147614717763165, 'fire_exp': 2.907328086166187, 'P_half': 64.13139914374976, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.2901272149738624, 'gpp_b': 0.01666658176842624, 'gpp_d': 660.9129108295722, 'ign_k': 1.0484531351650956, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.7708319837489073, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:13,400][0m Trial 1157 finished with values: [-0.22299047499766006, 0.010410891869338967] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.00035868164986275477, 'D_high': 45914.85216740541, 'fire_exp': 2.1589287943408615, 'P_half': 323.6099399575106, 'pre_dampen_half': 84.03977588241656, 'gpp_af': 0.008075914984851893, 'gpp_b': 0.0005744663972188569, 'gpp_d': 64.20268021730274, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:13,861][0m Trial 1158 finished with values: [-0.0006351565418982509, 0.00037056090927678476] and parameters: {'k1': 0.0699458988153545, 'D_low': 7.299348683062307, 'k2': 0.026471946255259393, 'D_high': 3712.591045287733, 'fire_exp': 1.0629462657398439, 'P_half': 323.6099399575106, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.17623234026513304, 'gpp_d': 64.20268021730274, 'ign_k': 1.5024129734649205, 'ign_c': 15.221840161091619, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:14,324][0m Trial 1159 finished with values: [-0.09365244453463038, 0.010952290158444788] and parameters: {'k1': 0.041833856821460395, 'D_low': 70.18267183720735, 'k2': 0.032845299795769396, 'D_high': 14271.179172965916, 'fire_exp': 1.0629462657398439, 'P_half': 310.3604223881657, 'pre_dampen_half': 0.2888838362365318, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.0021331409710300844, 'gpp_d': 21.14381609520636, 'ign_k': 1.0484531351650956, 'ign_c': 20.03995359361212, 'trop_agb_crit': 7.599113148200974, 'trop_k_veg': 2.0980895061968847}.[0m
[32m[I 2026-07-18 18:57:14,797][0m Trial 1160 finished with values: [-0.00025682850377835954, 0.00015174679811391645] and parameters: {'k1': 0.041833856821460395, 'D_low': 7.299348683062307, 'k2': 0.0012040762895973265, 'D_high': 1236.6924205139144, 'fire_exp': 1.6733848721157607, 'P_half': 221.2683656611821, 'pre_dampen_half': 0.010585220389440335, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.0005744663972188569, 'gpp_d': 660.9129108295722, 'ign_k': 5.351470428717439, 'ign_c': 29.690870944846793, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:15,265][0m Trial 1161 finished with values: [-0.0002657878959442007, 5.2377134307501905e-06] and parameters: {'k1': 0.041833856821460395, 'D_low': 7.299348683062307, 'k2': 0.032845299795769396, 'D_high': 1236.6924205139144, 'fire_exp': 8.456250107826923, 'P_half': 220.3445560633069, 'pre_dampen_half': 241.6951931920675, 'gpp_af': 0.10409127568994281, 'gpp_b': 0.00431329787498825, 'gpp_d': 8.057329182285729, 'ign_k': 5.351470428717439, 'ign_c': 29.690870944846793, 'trop_agb_crit': 2.2212365258224223, 'trop_k_veg': 4.4644194212034}.[0m
[32m[I 2026-07-18 18:57:15,730][0m Trial 1162 finished with values: [-0.715364818775049, 0.0892720541674693] and parameters: {'k1': 0.041833856821460395, 'D_low': 70.18267183720735, 'k2': 0.009614686563869648, 'D_high': 2940.51756322311, 'fire_exp': 1.423480109671474, 'P_half': 6.455386366109263, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.15885284224915086, 'gpp_b': 1.598364670380439e-05, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:16,204][0m Trial 1163 finished with values: [-0.7290797014475311, 0.209613317708909] and parameters: {'k1': 0.041833856821460395, 'D_low': 7.299348683062307, 'k2': 0.032845299795769396, 'D_high': 3712.591045287733, 'fire_exp': 1.0629462657398439, 'P_half': 310.3604223881657, 'pre_dampen_half': 241.6951931920675, 'gpp_af': 0.10409127568994281, 'gpp_b': 0.0021331409710300844, 'gpp_d': 21.14381609520636, 'ign_k': 5.351470428717439, 'ign_c': 15.221840161091619, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:16,678][0m Trial 1164 finished with values: [-0.006312996591611764, 0.0001370037544714542] and parameters: {'k1': 0.04541457206426161, 'D_low': 1.9977959434035766, 'k2': 0.0005342937261279771, 'D_high': 45914.85216740541, 'fire_exp': 5.311995034756393, 'P_half': 175.2878790340412, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.001111693990724459, 'gpp_b': 7.668583666862479e-05, 'gpp_d': 8.057329182285729, 'ign_k': 2.396079612430075, 'ign_c': 0.5342106255632174, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:17,144][0m Trial 1165 finished with values: [-5.692397877892843e-05, 0.0003148907870319517] and parameters: {'k1': 0.01889771394135163, 'D_low': 7.46475488144212, 'k2': 0.0002054806895412532, 'D_high': 45914.85216740541, 'fire_exp': 1.423480109671474, 'P_half': 221.2683656611821, 'pre_dampen_half': 3.3841016089580047, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.01666658176842624, 'gpp_d': 660.9129108295722, 'ign_k': 5.351470428717439, 'ign_c': 5.445997839273481, 'trop_agb_crit': 1.6878075072665546, 'trop_k_veg': 0.639227649887817}.[0m
[32m[I 2026-07-18 18:57:17,607][0m Trial 1166 finished with values: [-0.0019085937578361696, 0.00011827331576963473] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 7.628652121629366e-05, 'D_high': 2940.51756322311, 'fire_exp': 1.6733848721157607, 'P_half': 12.808863354047988, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.0005752434266899163, 'gpp_d': 64.20268021730274, 'ign_k': 0.48986208235548445, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 3.49157152291552}.[0m
[32m[I 2026-07-18 18:57:18,085][0m Trial 1167 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.041833856821460395, 'D_low': 7.299348683062307, 'k2': 0.032845299795769396, 'D_high': 1236.6924205139144, 'fire_exp': 8.456250107826923, 'P_half': 64.13139914374976, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.03884648824992858, 'gpp_d': 660.9129108295722, 'ign_k': 1.0484531351650956, 'ign_c': 20.03995359361212, 'trop_agb_crit': 2.2212365258224223, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:57:18,549][0m Trial 1168 finished with values: [-0.0028511153171959075, 5.9808506372771575e-05] and parameters: {'k1': 0.007530210437963516, 'D_low': 7.299348683062307, 'k2': 0.001362731161143793, 'D_high': 2940.51756322311, 'fire_exp': 1.6733848721157607, 'P_half': 234.09994646132157, 'pre_dampen_half': 0.0399066504395798, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.0005752434266899163, 'gpp_d': 64.20268021730274, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:19,022][0m Trial 1169 finished with values: [-0.09089916577261659, 0.014401185678405759] and parameters: {'k1': 0.041833856821460395, 'D_low': 7.46475488144212, 'k2': 0.0002963213920402737, 'D_high': 3712.591045287733, 'fire_exp': 1.0629462657398439, 'P_half': 323.6099399575106, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.0005744663972188569, 'gpp_d': 660.9129108295722, 'ign_k': 0.48986208235548445, 'ign_c': 15.221840161091619, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 2.144518162606203}.[0m
[32m[I 2026-07-18 18:57:19,497][0m Trial 1170 finished with values: [-0.00024604411132911574, 9.90718919158251e-06] and parameters: {'k1': 0.0699458988153545, 'D_low': 7.46475488144212, 'k2': 0.0005342937261279771, 'D_high': 3712.591045287733, 'fire_exp': 3.231633698316772, 'P_half': 323.6099399575106, 'pre_dampen_half': 207.33291221114652, 'gpp_af': 0.39392081127942247, 'gpp_b': 0.01666658176842624, 'gpp_d': 660.9129108295722, 'ign_k': 2.396079612430075, 'ign_c': 30.28574109895626, 'trop_agb_crit': 12.20853696107838, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:57:19,971][0m Trial 1171 finished with values: [-0.06213822983165056, 0.010431094945388852] and parameters: {'k1': 0.01889771394135163, 'D_low': 4.484744524732794, 'k2': 0.00035868164986275477, 'D_high': 3712.591045287733, 'fire_exp': 1.0629462657398439, 'P_half': 1.1069424888528068, 'pre_dampen_half': 502.5175192217655, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.0005744663972188569, 'gpp_d': 0.23073846740741236, 'ign_k': 5.351470428717439, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 7.963430468552994}.[0m
[32m[I 2026-07-18 18:57:20,437][0m Trial 1172 finished with values: [-0.010092468136074007, 0.00013075822993602326] and parameters: {'k1': 0.07799059237255677, 'D_low': 7.46475488144212, 'k2': 0.032845299795769396, 'D_high': 3712.591045287733, 'fire_exp': 3.231633698316772, 'P_half': 64.13139914374976, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.01666658176842624, 'gpp_d': 64.20268021730274, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.7708319837489073, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:20,932][0m Trial 1173 finished with values: [-0.0041008705246782726, 7.364741353310666e-05] and parameters: {'k1': 0.041833856821460395, 'D_low': 70.18267183720735, 'k2': 0.0013219302264066773, 'D_high': 3712.591045287733, 'fire_exp': 3.231633698316772, 'P_half': 64.13139914374976, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.06002934191396867, 'gpp_b': 0.01666658176842624, 'gpp_d': 660.9129108295722, 'ign_k': 1.0484531351650956, 'ign_c': 1.6051347487097574, 'trop_agb_crit': 1.7708319837489073, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:57:21,412][0m Trial 1174 finished with values: [-1.1763639929280147e-05, 1.206480326754189e-08] and parameters: {'k1': 0.007530210437963516, 'D_low': 2.7475448770725444, 'k2': 0.009614686563869648, 'D_high': 2940.51756322311, 'fire_exp': 2.110249242835225, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.0399066504395798, 'gpp_af': 0.0022961065892443786, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 29.690870944846793, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:21,891][0m Trial 1175 finished with values: [-0.00023232803215856502, 6.960629186170131e-05] and parameters: {'k1': 0.0699458988153545, 'D_low': 2.7475448770725444, 'k2': 0.0015553851774742168, 'D_high': 2940.51756322311, 'fire_exp': 1.6733848721157607, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.0399066504395798, 'gpp_af': 0.39392081127942247, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 2.396079612430075, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.645848131080878}.[0m
[32m[I 2026-07-18 18:57:22,356][0m Trial 1176 finished with values: [-0.12579429922183744, 0.01689502687979516] and parameters: {'k1': 0.04541457206426161, 'D_low': 1.9977959434035766, 'k2': 0.003717584066880796, 'D_high': 2940.51756322311, 'fire_exp': 6.234638880169447, 'P_half': 175.2878790340412, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005752434266899163, 'gpp_d': 25.444227489578886, 'ign_k': 2.396079612430075, 'ign_c': 0.5342106255632174, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 1.6076933040750885}.[0m
[32m[I 2026-07-18 18:57:22,832][0m Trial 1177 finished with values: [-0.0002699429049921706, 7.798010771664643e-06] and parameters: {'k1': 0.01889771394135163, 'D_low': 7.46475488144212, 'k2': 0.032845299795769396, 'D_high': 2940.51756322311, 'fire_exp': 1.6733848721157607, 'P_half': 1.895375973243287, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.0005744663972188569, 'gpp_d': 660.9129108295722, 'ign_k': 1.0484531351650956, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.7708319837489073, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:23,307][0m Trial 1178 finished with values: [-0.41376554566974594, 0.04784493618846197] and parameters: {'k1': 0.01889771394135163, 'D_low': 350.5173009089482, 'k2': 0.032845299795769396, 'D_high': 2940.51756322311, 'fire_exp': 1.6733848721157607, 'P_half': 9.324787201197319, 'pre_dampen_half': 84.77310499399186, 'gpp_af': 0.1476584299248268, 'gpp_b': 5.128816316792448e-05, 'gpp_d': 64.20268021730274, 'ign_k': 0.6024590664672947, 'ign_c': 20.03995359361212, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:23,778][0m Trial 1179 finished with values: [-0.00038374200874658767, 1.0620708637554266e-05] and parameters: {'k1': 0.07799059237255677, 'D_low': 376.3717463557541, 'k2': 0.0013219302264066773, 'D_high': 3712.591045287733, 'fire_exp': 3.231633698316772, 'P_half': 323.6099399575106, 'pre_dampen_half': 207.33291221114652, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.006906522645653115, 'gpp_d': 757.2868182332339, 'ign_k': 2.396079612430075, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.7708319837489073, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:57:24,241][0m Trial 1180 finished with values: [-9.573651621299759e-05, 3.922314376181291e-06] and parameters: {'k1': 0.01889771394135163, 'D_low': 4.484744524732794, 'k2': 0.0007047307383115598, 'D_high': 7321.544340709298, 'fire_exp': 1.423480109671474, 'P_half': 221.2683656611821, 'pre_dampen_half': 3.3841016089580047, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.0005744663972188569, 'gpp_d': 0.23073846740741236, 'ign_k': 5.351470428717439, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:24,705][0m Trial 1181 finished with values: [-0.040321421490436715, 0.002028917746891179] and parameters: {'k1': 0.07799059237255677, 'D_low': 70.18267183720735, 'k2': 0.0005342937261279771, 'D_high': 8559.572793311803, 'fire_exp': 1.423480109671474, 'P_half': 1.1069424888528068, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0021331409710300844, 'gpp_d': 1.120790518936751, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 5.13089016465361}.[0m
[32m[I 2026-07-18 18:57:25,171][0m Trial 1182 finished with values: [-0.11338967256299946, 0.00806718841780496] and parameters: {'k1': 0.041833856821460395, 'D_low': 7.299348683062307, 'k2': 0.032845299795769396, 'D_high': 2940.51756322311, 'fire_exp': 2.907328086166187, 'P_half': 323.6099399575106, 'pre_dampen_half': 241.6951931920675, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.0013581822883038843, 'gpp_d': 64.20268021730274, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 2.2212365258224223, 'trop_k_veg': 0.6743482387129308}.[0m
